"visit_date","condition","time_spent_homepage_sec","clicked_article","clicked_like","clicked_share","pageload_time"
2018-03-01,"tips",71.1711222892272,1,0,0,4.77885718984535
2018-03-01,"tips",69.9280553423086,1,0,0,5.41138944551557
2018-03-01,"tips",72.0721135855724,1,0,0,5.07005444794178
2018-03-01,"tips",70.1919288309723,1,0,0,5.84633673322425
2018-03-01,"tips",69.4437292646775,1,0,0,4.90694088070476
2018-03-01,"tips",70.2799992003771,1,1,0,5.09091081456173
2018-03-01,"tips",69.9576112084285,1,0,0,5.30901753383088
2018-03-01,"tips",69.6110393469143,0,0,0,4.78278409628876
2018-03-01,"tips",69.4117098376008,0,0,0,4.75691758547112
2018-03-01,"tips",69.5985984204528,1,0,0,4.85351237934953
2018-03-01,"tips",69.6269671270635,0,1,0,5.25796949442959
2018-03-01,"tips",71.3196829922222,0,0,0,4.50487065991901
2018-03-01,"tips",70.8230175174374,1,0,0,4.9639806514967
2018-03-01,"tips",70.6889571918358,0,0,0,4.83070735677958
2018-03-01,"tips",68.9420697876506,1,0,0,4.98511044393929
2018-03-01,"tips",69.9056903225529,1,0,1,4.62306361312942
2018-03-01,"tips",68.8924755165995,1,1,0,5.10637178396197
2018-03-01,"tips",70.0121948049146,1,1,0,5.10891056426629
2018-03-01,"tips",71.2078267975627,1,0,1,4.87550343939975
2018-03-01,"tips",69.8387923264041,1,0,0,5.36537088245384
2018-03-01,"tips",69.6442599318987,0,0,0,4.73982994783413
2018-03-01,"tips",71.8835944008884,1,1,0,5.17220345580439
2018-03-01,"tips",68.5225095364773,0,1,0,5.17325337760948
2018-03-01,"tips",70.0991713276886,1,1,0,4.88037079604671
2018-03-01,"tips",68.9249161556306,1,0,0,4.94517360245203
2018-03-01,"tips",70.0419017120933,0,0,0,4.63790312549558
2018-03-01,"tips",70.3858269121751,1,0,0,5.18923401058016
2018-03-01,"tips",68.5504767122738,0,1,0,5.21191079849015
2018-03-01,"tips",69.2649188568882,1,0,0,4.68970303905622
2018-03-01,"tips",71.5159680445086,0,0,0,5.06074789606097
2018-03-01,"tips",69.5454571970812,1,0,0,4.93497532118401
2018-03-01,"tips",71.3637000515654,1,1,0,4.78677357700583
2018-03-01,"tips",70.9734427170824,1,0,0,4.89287712677244
2018-03-01,"tips",71.7807092915235,0,0,0,4.92023906401234
2018-03-01,"tips",69.6141414442886,1,0,0,5.01916439962252
2018-03-01,"tips",69.7774548553425,0,0,0,4.87470798840336
2018-03-01,"tips",69.4047152198539,0,1,0,4.8304185467435
2018-03-01,"tips",69.2550106064137,1,1,0,4.81995746581515
2018-03-01,"tips",69.3249822084972,1,0,0,5.05584994058851
2018-03-01,"tips",69.998812912327,1,0,0,5.2479268765039
2018-03-01,"tips",69.9799121996358,1,0,0,4.64585754143154
2018-03-01,"tips",70.7236836225204,0,1,0,5.61833786843339
2018-03-01,"tips",69.1900351663465,1,0,0,4.58489297935999
2018-03-01,"tips",69.5502622381585,1,0,0,4.47406206420799
2018-03-01,"tips",71.2412672367357,1,0,0,4.75557646122316
2018-03-01,"tips",69.9614350092751,0,0,0,5.04411209390671
2018-03-01,"tips",69.4556891995821,0,0,0,5.51877096560444
2018-03-01,"tips",69.0719040800028,1,1,0,5.01642140083293
2018-03-01,"tips",71.7375526660261,1,0,0,4.88203029669146
2018-03-01,"tips",70.1217539689494,1,1,0,4.99422036043633
2018-03-01,"tips",68.0362498135152,1,0,0,5.16384452285129
2018-03-01,"tips",70.632833762866,0,0,0,5.24943026121577
2018-03-01,"tips",69.2558373781041,1,0,0,4.88793444986902
2018-03-01,"tips",71.8927876188134,1,0,0,4.72396249611826
2018-03-01,"tips",69.0924678436714,0,1,0,4.76277016401751
2018-03-01,"tips",71.43655462481,1,0,0,5.11923147994222
2018-03-01,"tips",70.4479664251997,0,0,0,4.48449311602311
2018-03-01,"tips",71.3338443859826,0,0,0,4.81988924557654
2018-03-01,"tips",70.3782796706031,1,0,0,5.06510524469593
2018-03-01,"tips",68.3888321067336,1,0,0,4.60960213547485
2018-03-01,"tips",69.7521969337332,1,1,0,4.78978799343199
2018-03-01,"tips",69.0343147339741,0,0,0,5.23924373515312
2018-03-01,"tips",69.8293991395767,1,0,0,5.28076690368695
2018-03-01,"tips",70.1283530010768,1,0,0,5.06731278819802
2018-03-01,"tips",69.2065319404353,1,0,0,4.89308650988908
2018-03-01,"tips",70.183657969297,1,0,0,4.94630768153199
2018-03-01,"tips",70.9534262674458,1,1,0,5.118284796182
2018-03-01,"tips",69.4692350062564,1,0,0,5.17398354093393
2018-03-01,"tips",70.2011624554149,0,0,0,5.08388885329796
2018-03-01,"tips",71.3170778438587,1,0,0,4.71409313523039
2018-03-01,"tips",67.9394857766749,0,0,0,4.50488429536057
2018-03-01,"tips",72.1996175548788,1,0,0,5.63245416301331
2018-03-01,"tips",67.9837971841412,1,1,0,4.82282659306017
2018-03-01,"tips",69.783490732844,1,0,1,4.9408126924955
2018-03-01,"tips",70.3913395462654,1,1,0,5.48984081489672
2018-03-01,"tips",70.1361714519648,0,0,0,4.85825231768691
2018-03-01,"tips",71.2787051735568,1,0,0,4.97751398946747
2018-03-01,"tips",68.7927238456542,0,0,0,4.65108893391797
2018-03-01,"tips",70.1736095083102,0,0,0,5.01381006850351
2018-03-01,"tips",69.1787383140781,1,0,0,4.99338990540763
2018-03-01,"tips",70.4865064120498,0,0,0,5.2621735491705
2018-03-01,"tips",69.7481840079227,1,0,0,4.51308265593231
2018-03-01,"tips",71.330711398625,1,0,0,5.18117941776694
2018-03-01,"tips",70.0167636309893,1,0,0,4.74745128030536
2018-03-01,"tips",69.5418736547689,0,0,0,4.80394275098891
2018-03-01,"tips",71.7410409454694,1,0,0,5.05481891450976
2018-03-01,"tips",70.2653118665661,0,0,0,4.76883747096542
2018-03-01,"tips",70.1528666457686,1,0,0,4.62840184069161
2018-03-01,"tips",68.9974553926282,1,1,0,5.35788019408402
2018-03-01,"tips",70.5424999553261,1,0,0,5.09277594935827
2018-03-01,"tips",71.6042035264526,1,0,0,4.95634893209133
2018-03-01,"tips",70.5976628611647,1,0,0,4.87557893273394
2018-03-01,"tips",69.2955004297307,1,0,0,5.74689470422005
2018-03-01,"tips",69.9342301872112,1,0,0,5.61812209608387
2018-03-01,"tips",70.9574331746609,1,1,0,4.89195760067214
2018-03-01,"tips",69.4387981164429,1,0,0,5.12275605001076
2018-03-01,"tips",70.053989221326,1,0,0,5.14073897726041
2018-03-01,"tips",69.7737279117348,1,0,0,4.72413041154113
2018-03-01,"tips",68.3117013302094,0,1,0,4.70409588181728
2018-03-01,"tips",69.3494723877526,1,0,0,4.40136332400059
2018-03-01,"tips",70.6447495152477,0,0,0,4.85624197796626
2018-03-01,"tips",70.3183129461307,0,0,0,5.21745010642614
2018-03-01,"tips",71.3564316790628,0,0,0,4.78553737905817
2018-03-01,"tips",70.6124522827419,1,0,0,4.39766896853941
2018-03-01,"tips",70.8885859011451,1,0,0,5.32249895465055
2018-03-01,"tips",69.9395081474825,1,0,0,5.2761700712422
2018-03-01,"tips",72.4738206951226,0,0,0,4.97171383087946
2018-03-01,"tips",70.3688650293392,0,0,0,5.00734844683091
2018-03-01,"tips",71.5709417482641,0,0,0,5.17428876943509
2018-03-01,"tips",71.2480000398554,0,0,0,4.59330622017695
2018-03-01,"tips",70.0588593795122,1,0,0,4.88429947438711
2018-03-01,"tips",70.5071730644198,1,0,0,4.97175033560273
2018-03-01,"tips",69.1261524131077,1,0,0,5.19373273602111
2018-03-01,"tips",71.3625743761535,1,0,0,5.11766025231263
2018-03-01,"tips",69.4180797602049,1,0,0,5.08739128395327
2018-03-01,"tips",69.6014347061914,1,0,0,5.13082594820363
2018-03-01,"tips",70.8415770089369,0,0,0,5.2592594261432
2018-03-01,"tips",69.310618444689,0,1,0,5.15144225069858
2018-03-01,"tips",68.592040936898,0,0,0,4.87569547164211
2018-03-01,"tips",70.1113475653171,1,0,0,4.58008311226853
2018-03-01,"tips",69.4218949715902,0,0,0,4.92480745413041
2018-03-01,"tips",68.8723904882896,1,0,0,5.20415856754511
2018-03-01,"tips",68.3728353832239,1,0,0,4.5631843402402
2018-03-01,"tips",69.008267214069,1,0,0,5.21006020751493
2018-03-01,"tips",70.6119926182217,1,0,0,4.75023670580946
2018-03-01,"tips",67.8397151867189,1,0,0,4.88671129621255
2018-03-01,"tips",67.9708379339095,1,0,0,4.80884798523234
2018-03-01,"tips",70.8354414148926,0,0,0,4.51596410602855
2018-03-01,"tips",70.0203889753554,1,0,0,4.61418323581683
2018-03-01,"tips",70.6667818766065,1,0,0,4.97982810231685
2018-03-01,"tips",70.6851595343837,1,0,0,4.84888040353573
2018-03-01,"tips",71.552565321385,1,0,0,5.02190085978395
2018-03-01,"tips",69.205587545511,1,0,0,4.89408685694092
2018-03-01,"tips",71.0912971035805,1,0,0,5.20104393839887
2018-03-01,"tips",69.3275310871988,1,0,0,4.88869765532447
2018-03-01,"tips",68.4043592263621,1,0,0,4.90276436886715
2018-03-01,"tips",70.9795311019249,1,0,0,5.18358844127748
2018-03-01,"tips",69.2127107245832,1,0,0,5.16841395432717
2018-03-01,"tips",69.1079240875426,0,0,0,5.33093857248088
2018-03-01,"tips",71.0103843872121,1,0,0,5.13849035873019
2018-03-01,"tips",70.4168904907429,1,1,0,4.98790927157282
2018-03-01,"tips",70.3440497851789,1,0,0,4.93004554694091
2018-03-01,"tips",69.4165363921548,1,0,0,5.14894127717561
2018-03-01,"tips",69.5161535340907,1,0,0,5.08721347728754
2018-03-01,"tips",70.11622608204,1,0,0,4.63673780651663
2018-03-01,"tips",69.2252977142814,1,0,0,5.29524301005153
2018-03-01,"tips",70.2465621341294,0,0,0,5.29231012115405
